id	version	source	line	object	variant	name	type	pattern	required	description
OAS-2.0-F0001	2.0	oas/2.0/2.0.md	109	Swagger Object	Fixed Fields	swagger	string	false	true	"**Required.** Specifies the Swagger Specification version being used. It can be used by the Swagger UI and other clients to interpret the API listing. The value MUST be `""2.0""`."
OAS-2.0-F0002	2.0	oas/2.0/2.0.md	110	Swagger Object	Fixed Fields	info	Info Object	false	true	**Required.** Provides metadata about the API. The metadata can be used by the clients if needed.
OAS-2.0-F0003	2.0	oas/2.0/2.0.md	111	Swagger Object	Fixed Fields	host	string	false	false	The host (name or ip) serving the API. This MUST be the host only and does not include the scheme nor sub-paths. It MAY include a port. If the `host` is not included, the host serving the documentation is to be used (including the port). The `host` does not support [path templating](#path-templating).
OAS-2.0-F0004	2.0	oas/2.0/2.0.md	112	Swagger Object	Fixed Fields	basePath	string	false	false	The base path on which the API is served, which is relative to the [`host`](#swaggerHost). If it is not included, the API is served directly under the `host`. The value MUST start with a leading slash (`/`). The `basePath` does not support [path templating](#path-templating).
OAS-2.0-F0005	2.0	oas/2.0/2.0.md	113	Swagger Object	Fixed Fields	schemes	[string]	false	false	"The transfer protocol of the API. Values MUST be from the list: `""http""`, `""https""`, `""ws""`, `""wss""`. If the `schemes` is not included, the default scheme to be used is the one used to access the Swagger definition itself."
OAS-2.0-F0006	2.0	oas/2.0/2.0.md	114	Swagger Object	Fixed Fields	consumes	[string]	false	false	A list of MIME types the APIs can consume. This is global to all APIs but can be overridden on specific API calls. Value MUST be as described under [Mime Types](#mime-types).
OAS-2.0-F0007	2.0	oas/2.0/2.0.md	115	Swagger Object	Fixed Fields	produces	[string]	false	false	A list of MIME types the APIs can produce. This is global to all APIs but can be overridden on specific API calls. Value MUST be as described under [Mime Types](#mime-types).
OAS-2.0-F0008	2.0	oas/2.0/2.0.md	116	Swagger Object	Fixed Fields	paths	Paths Object	false	true	**Required.** The available paths and operations for the API.
OAS-2.0-F0009	2.0	oas/2.0/2.0.md	117	Swagger Object	Fixed Fields	definitions	Definitions Object	false	false	An object to hold data types produced and consumed by operations.
OAS-2.0-F0010	2.0	oas/2.0/2.0.md	118	Swagger Object	Fixed Fields	parameters	Parameters Definitions Object	false	false	An object to hold parameters that can be used across operations. This property *does not* define global parameters for all operations.
OAS-2.0-F0011	2.0	oas/2.0/2.0.md	119	Swagger Object	Fixed Fields	responses	Responses Definitions Object	false	false	An object to hold responses that can be used across operations. This property *does not* define global responses for all operations.
OAS-2.0-F0012	2.0	oas/2.0/2.0.md	120	Swagger Object	Fixed Fields	securityDefinitions	Security Definitions Object	false	false	Security scheme definitions that can be used across the specification.
OAS-2.0-F0013	2.0	oas/2.0/2.0.md	121	Swagger Object	Fixed Fields	security	[Security Requirement Object]	false	false	A declaration of which security schemes are applied for the API as a whole. The list of values describes alternative security schemes that can be used (that is, there is a logical OR between the security requirements). Individual operations can override this definition.
OAS-2.0-F0014	2.0	oas/2.0/2.0.md	122	Swagger Object	Fixed Fields	tags	[Tag Object]	false	false	A list of tags used by the specification with additional metadata. The order of the tags can be used to reflect on their order by the parsing tools. Not all tags that are used by the [Operation Object](#operation-object) must be declared. The tags that are not declared may be organized randomly or based on the tools' logic. Each tag name in the list MUST be unique.
OAS-2.0-F0015	2.0	oas/2.0/2.0.md	123	Swagger Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation.
OAS-2.0-F0016	2.0	oas/2.0/2.0.md	129	Swagger Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0017	2.0	oas/2.0/2.0.md	139	Info Object	Fixed Fields	title	string	false	true	**Required.** The title of the application.
OAS-2.0-F0018	2.0	oas/2.0/2.0.md	140	Info Object	Fixed Fields	description	string	false	false	A short description of the application. [GFM syntax](https://guides.github.com/features/mastering-markdown/#GitHub-flavored-markdown) can be used for rich text representation.
OAS-2.0-F0019	2.0	oas/2.0/2.0.md	141	Info Object	Fixed Fields	termsOfService	string	false	false	The Terms of Service for the API.
OAS-2.0-F0020	2.0	oas/2.0/2.0.md	142	Info Object	Fixed Fields	contact	Contact Object	false	false	The contact information for the exposed API.
OAS-2.0-F0021	2.0	oas/2.0/2.0.md	143	Info Object	Fixed Fields	license	License Object	false	false	The license information for the exposed API.
OAS-2.0-F0022	2.0	oas/2.0/2.0.md	144	Info Object	Fixed Fields	version	string	false	true	**Required** Provides the version of the application API (not to be confused with the specification version).
OAS-2.0-F0023	2.0	oas/2.0/2.0.md	150	Info Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0024	2.0	oas/2.0/2.0.md	194	Contact Object	Fixed Fields	name	string	false	false	The identifying name of the contact person/organization.
OAS-2.0-F0025	2.0	oas/2.0/2.0.md	195	Contact Object	Fixed Fields	url	string	false	false	The URL pointing to the contact information. MUST be in the format of a URL.
OAS-2.0-F0026	2.0	oas/2.0/2.0.md	196	Contact Object	Fixed Fields	email	string	false	false	The email address of the contact person/organization. MUST be in the format of an email address.
OAS-2.0-F0027	2.0	oas/2.0/2.0.md	202	Contact Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0028	2.0	oas/2.0/2.0.md	228	License Object	Fixed Fields	name	string	false	true	**Required.** The license name used for the API.
OAS-2.0-F0029	2.0	oas/2.0/2.0.md	229	License Object	Fixed Fields	url	string	false	false	A URL to the license used for the API. MUST be in the format of a URL.
OAS-2.0-F0030	2.0	oas/2.0/2.0.md	235	License Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0031	2.0	oas/2.0/2.0.md	260	Paths Object	Patterned Fields	/{path}	Path Item Object	true	false	A relative path to an individual endpoint. The field name MUST begin with a slash. The path is appended to the [`basePath`](#swaggerBasePath) in order to construct the full URL. [Path templating](#path-templating) is allowed.
OAS-2.0-F0032	2.0	oas/2.0/2.0.md	261	Paths Object	Patterned Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0033	2.0	oas/2.0/2.0.md	313	Path Item Object	Fixed Fields	$ref	string	false	false	Allows for an external definition of this path item. The referenced structure MUST be in the format of a [Path Item Object](#path-item-object). If there are conflicts between the referenced definition and this Path Item's definition, the behavior is *undefined*.
OAS-2.0-F0034	2.0	oas/2.0/2.0.md	314	Path Item Object	Fixed Fields	get	Operation Object	false	false	A definition of a GET operation on this path.
OAS-2.0-F0035	2.0	oas/2.0/2.0.md	315	Path Item Object	Fixed Fields	put	Operation Object	false	false	A definition of a PUT operation on this path.
OAS-2.0-F0036	2.0	oas/2.0/2.0.md	316	Path Item Object	Fixed Fields	post	Operation Object	false	false	A definition of a POST operation on this path.
OAS-2.0-F0037	2.0	oas/2.0/2.0.md	317	Path Item Object	Fixed Fields	delete	Operation Object	false	false	A definition of a DELETE operation on this path.
OAS-2.0-F0038	2.0	oas/2.0/2.0.md	318	Path Item Object	Fixed Fields	options	Operation Object	false	false	A definition of a OPTIONS operation on this path.
OAS-2.0-F0039	2.0	oas/2.0/2.0.md	319	Path Item Object	Fixed Fields	head	Operation Object	false	false	A definition of a HEAD operation on this path.
OAS-2.0-F0040	2.0	oas/2.0/2.0.md	320	Path Item Object	Fixed Fields	patch	Operation Object	false	false	A definition of a PATCH operation on this path.
OAS-2.0-F0041	2.0	oas/2.0/2.0.md	321	Path Item Object	Fixed Fields	parameters	[Parameter Object | Reference Object]	false	false	"A list of parameters that are applicable for all the operations described under this path. These parameters can be overridden at the operation level, but cannot be removed there. The list MUST NOT include duplicated parameters. A unique parameter is defined by a combination of a [name](#parameterName) and [location](#parameterIn). The list can use the [Reference Object](#reference-object) to link to parameters that are defined at the [Swagger Object's parameters](#swaggerParameters). There can be one ""body"" parameter at most."
OAS-2.0-F0042	2.0	oas/2.0/2.0.md	327	Path Item Object	Patterned Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0043	2.0	oas/2.0/2.0.md	413	Operation Object	Fixed Fields	tags	[string]	false	false	A list of tags for API documentation control. Tags can be used for logical grouping of operations by resources or any other qualifier.
OAS-2.0-F0044	2.0	oas/2.0/2.0.md	414	Operation Object	Fixed Fields	summary	string	false	false	A short summary of what the operation does. For maximum readability in the swagger-ui, this field SHOULD be less than 120 characters.
OAS-2.0-F0045	2.0	oas/2.0/2.0.md	415	Operation Object	Fixed Fields	description	string	false	false	A verbose explanation of the operation behavior. [GFM syntax](https://guides.github.com/features/mastering-markdown/#GitHub-flavored-markdown) can be used for rich text representation.
OAS-2.0-F0046	2.0	oas/2.0/2.0.md	416	Operation Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this operation.
OAS-2.0-F0047	2.0	oas/2.0/2.0.md	417	Operation Object	Fixed Fields	operationId	string	false	false	Unique string used to identify the operation. The id MUST be unique among all operations described in the API. Tools and libraries MAY use the operationId to uniquely identify an operation, therefore, it is recommended to follow common programming naming conventions.
OAS-2.0-F0048	2.0	oas/2.0/2.0.md	418	Operation Object	Fixed Fields	consumes	[string]	false	false	A list of MIME types the operation can consume. This overrides the [`consumes`](#swaggerConsumes) definition at the Swagger Object. An empty value MAY be used to clear the global definition. Value MUST be as described under [Mime Types](#mime-types).
OAS-2.0-F0049	2.0	oas/2.0/2.0.md	419	Operation Object	Fixed Fields	produces	[string]	false	false	A list of MIME types the operation can produce. This overrides the [`produces`](#swaggerProduces) definition at the Swagger Object. An empty value MAY be used to clear the global definition. Value MUST be as described under [Mime Types](#mime-types).
OAS-2.0-F0050	2.0	oas/2.0/2.0.md	420	Operation Object	Fixed Fields	parameters	[Parameter Object | Reference Object]	false	false	"A list of parameters that are applicable for this operation. If a parameter is already defined at the [Path Item](#pathItemParameters), the new definition will override it, but can never remove it. The list MUST NOT include duplicated parameters. A unique parameter is defined by a combination of a [name](#parameterName) and [location](#parameterIn). The list can use the [Reference Object](#reference-object) to link to parameters that are defined at the [Swagger Object's parameters](#swaggerParameters). There can be one ""body"" parameter at most."
OAS-2.0-F0051	2.0	oas/2.0/2.0.md	421	Operation Object	Fixed Fields	responses	Responses Object	false	true	**Required.** The list of possible responses as they are returned from executing this operation.
OAS-2.0-F0052	2.0	oas/2.0/2.0.md	422	Operation Object	Fixed Fields	schemes	[string]	false	false	"The transfer protocol for the operation. Values MUST be from the list: `""http""`, `""https""`, `""ws""`, `""wss""`. The value overrides the Swagger Object [`schemes`](#swaggerSchemes) definition."
OAS-2.0-F0053	2.0	oas/2.0/2.0.md	423	Operation Object	Fixed Fields	deprecated	boolean	false	false	Declares this operation to be deprecated. Usage of the declared operation should be refrained. Default value is `false`.
OAS-2.0-F0054	2.0	oas/2.0/2.0.md	424	Operation Object	Fixed Fields	security	[Security Requirement Object]	false	false	A declaration of which security schemes are applied for this operation. The list of values describes alternative security schemes that can be used (that is, there is a logical OR between the security requirements). This definition overrides any declared top-level [`security`](#swaggerSecurity). To remove a top-level security declaration, an empty array can be used.
OAS-2.0-F0055	2.0	oas/2.0/2.0.md	430	Operation Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0056	2.0	oas/2.0/2.0.md	538	External Documentation Object	Fixed Fields	description	string	false	false	A short description of the target documentation. [GFM syntax](https://guides.github.com/features/mastering-markdown/#GitHub-flavored-markdown) can be used for rich text representation.
OAS-2.0-F0057	2.0	oas/2.0/2.0.md	539	External Documentation Object	Fixed Fields	url	string	false	true	**Required.** The URL for the target documentation. Value MUST be in the format of a URL.
OAS-2.0-F0058	2.0	oas/2.0/2.0.md	545	External Documentation Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0059	2.0	oas/2.0/2.0.md	579	Parameter Object	Fixed Fields	name	string	false	true	"**Required.** The name of the parameter. Parameter names are *case sensitive*. <ul><li>If [`in`](#parameterIn) is `""path""`, the `name` field MUST correspond to the associated path segment from the [path](#pathsPath) field in the [Paths Object](#paths-object). See [Path Templating](#path-templating) for further information.<li>For all other cases, the `name` corresponds to the parameter name used based on the [`in`](#parameterIn) property.</ul>"
OAS-2.0-F0060	2.0	oas/2.0/2.0.md	580	Parameter Object	Fixed Fields	in	string	false	true	"**Required.** The location of the parameter. Possible values are ""query"", ""header"", ""path"", ""formData"" or ""body""."
OAS-2.0-F0061	2.0	oas/2.0/2.0.md	581	Parameter Object	Fixed Fields	description	string	false	false	A brief description of the parameter. This could contain examples of use. [GFM syntax](https://guides.github.com/features/mastering-markdown/#GitHub-flavored-markdown) can be used for rich text representation.
OAS-2.0-F0062	2.0	oas/2.0/2.0.md	582	Parameter Object	Fixed Fields	required	boolean	false	true	"Determines whether this parameter is mandatory. If the parameter is [`in`](#parameterIn) ""path"", this property is **required** and its value MUST be `true`. Otherwise, the property MAY be included and its default value is `false`."
OAS-2.0-F0063	2.0	oas/2.0/2.0.md	588	Parameter Object	Fixed Fields	schema	Schema Object	false	true	**Required.** The schema defining the type used for the body parameter.
OAS-2.0-F0064	2.0	oas/2.0/2.0.md	594	Parameter Object	Fixed Fields	type	string	false	true	"**Required.** The type of the parameter. Since the parameter is not located at the request body, it is limited to simple types (that is, not an object). The value MUST be one of `""string""`, `""number""`, `""integer""`, `""boolean""`, `""array""` or `""file""`. If `type` is `""file""`, the [`consumes`](#operationConsumes) MUST be either `""multipart/form-data""`, `"" application/x-www-form-urlencoded""` or both and the parameter MUST be [`in`](#parameterIn) `""formData""`."
OAS-2.0-F0065	2.0	oas/2.0/2.0.md	595	Parameter Object	Fixed Fields	format	string	false	false	The extending format for the previously mentioned [`type`](#parameterType). See [Data Type Formats](#dataTypeFormat) for further details.
OAS-2.0-F0066	2.0	oas/2.0/2.0.md	596	Parameter Object	Fixed Fields	allowEmptyValue	boolean	false	false	Sets the ability to pass empty-valued parameters. This is valid only for either `query` or `formData` parameters and allows you to send a parameter with a name only or an empty value. Default value is `false`.
OAS-2.0-F0067	2.0	oas/2.0/2.0.md	597	Parameter Object	Fixed Fields	items	Items Object	false	true	"**Required if [`type`](#parameterType) is ""array"".** Describes the type of items in the array."
OAS-2.0-F0068	2.0	oas/2.0/2.0.md	598	Parameter Object	Fixed Fields	collectionFormat	string	false	false	"Determines the format of the array if type array is used. Possible values are: <ul><li>`csv` - comma separated values `foo,bar`. <li>`ssv` - space separated values `foo bar`. <li>`tsv` - tab separated values `footbar`. <li>`pipes` - pipe separated values <code>foo&#124;bar</code>. <li>`multi` - corresponds to multiple parameter instances instead of multiple values for a single instance `foo=bar&foo=baz`. This is valid only for parameters [`in`](#parameterIn) ""query"" or ""formData"". </ul> Default value is `csv`."
OAS-2.0-F0069	2.0	oas/2.0/2.0.md	599	Parameter Object	Fixed Fields	default	*	false	true	"Declares the value of the parameter that the server will use if none is provided, for example a ""count"" to control the number of results per page might default to 100 if not supplied by the client in the request. (Note: ""default"" has no meaning for required parameters.) See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-6.2. Unlike JSON Schema this value MUST conform to the defined [`type`](#parameterType) for this parameter."
OAS-2.0-F0070	2.0	oas/2.0/2.0.md	600	Parameter Object	Fixed Fields	maximum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0071	2.0	oas/2.0/2.0.md	601	Parameter Object	Fixed Fields	exclusiveMaximum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0072	2.0	oas/2.0/2.0.md	602	Parameter Object	Fixed Fields	minimum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0073	2.0	oas/2.0/2.0.md	603	Parameter Object	Fixed Fields	exclusiveMinimum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0074	2.0	oas/2.0/2.0.md	604	Parameter Object	Fixed Fields	maxLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.1.
OAS-2.0-F0075	2.0	oas/2.0/2.0.md	605	Parameter Object	Fixed Fields	minLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.2.
OAS-2.0-F0076	2.0	oas/2.0/2.0.md	606	Parameter Object	Fixed Fields	pattern	string	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.3.
OAS-2.0-F0077	2.0	oas/2.0/2.0.md	607	Parameter Object	Fixed Fields	maxItems	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.2.
OAS-2.0-F0078	2.0	oas/2.0/2.0.md	608	Parameter Object	Fixed Fields	minItems	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.3.
OAS-2.0-F0079	2.0	oas/2.0/2.0.md	609	Parameter Object	Fixed Fields	uniqueItems	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.4.
OAS-2.0-F0080	2.0	oas/2.0/2.0.md	610	Parameter Object	Fixed Fields	enum	[*]	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.5.1.
OAS-2.0-F0081	2.0	oas/2.0/2.0.md	611	Parameter Object	Fixed Fields	multipleOf	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.1.
OAS-2.0-F0082	2.0	oas/2.0/2.0.md	617	Parameter Object	Patterned Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0083	2.0	oas/2.0/2.0.md	775	Items Object	Fixed Fields	type	string	false	true	"**Required.** The internal type of the array. The value MUST be one of `""string""`, `""number""`, `""integer""`, `""boolean""`, or `""array""`. Files and models are not allowed."
OAS-2.0-F0084	2.0	oas/2.0/2.0.md	776	Items Object	Fixed Fields	format	string	false	false	The extending format for the previously mentioned [`type`](#parameterType). See [Data Type Formats](#dataTypeFormat) for further details.
OAS-2.0-F0085	2.0	oas/2.0/2.0.md	777	Items Object	Fixed Fields	items	Items Object	false	true	"**Required if [`type`](#itemsType) is ""array"".** Describes the type of items in the array."
OAS-2.0-F0086	2.0	oas/2.0/2.0.md	778	Items Object	Fixed Fields	collectionFormat	string	false	false	Determines the format of the array if type array is used. Possible values are: <ul><li>`csv` - comma separated values `foo,bar`. <li>`ssv` - space separated values `foo bar`. <li>`tsv` - tab separated values `footbar`. <li>`pipes` - pipe separated values <code>foo&#124;bar</code>. </ul> Default value is `csv`.
OAS-2.0-F0087	2.0	oas/2.0/2.0.md	779	Items Object	Fixed Fields	default	*	false	true	"Declares the value of the item that the server will use if none is provided. (Note: ""default"" has no meaning for required items.) See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-6.2. Unlike JSON Schema this value MUST conform to the defined [`type`](#itemsType) for the data type."
OAS-2.0-F0088	2.0	oas/2.0/2.0.md	780	Items Object	Fixed Fields	maximum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0089	2.0	oas/2.0/2.0.md	781	Items Object	Fixed Fields	exclusiveMaximum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0090	2.0	oas/2.0/2.0.md	782	Items Object	Fixed Fields	minimum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0091	2.0	oas/2.0/2.0.md	783	Items Object	Fixed Fields	exclusiveMinimum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0092	2.0	oas/2.0/2.0.md	784	Items Object	Fixed Fields	maxLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.1.
OAS-2.0-F0093	2.0	oas/2.0/2.0.md	785	Items Object	Fixed Fields	minLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.2.
OAS-2.0-F0094	2.0	oas/2.0/2.0.md	786	Items Object	Fixed Fields	pattern	string	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.3.
OAS-2.0-F0095	2.0	oas/2.0/2.0.md	787	Items Object	Fixed Fields	maxItems	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.2.
OAS-2.0-F0096	2.0	oas/2.0/2.0.md	788	Items Object	Fixed Fields	minItems	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.3.
OAS-2.0-F0097	2.0	oas/2.0/2.0.md	789	Items Object	Fixed Fields	uniqueItems	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.3.4.
OAS-2.0-F0098	2.0	oas/2.0/2.0.md	790	Items Object	Fixed Fields	enum	[*]	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.5.1.
OAS-2.0-F0099	2.0	oas/2.0/2.0.md	791	Items Object	Fixed Fields	multipleOf	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.1.
OAS-2.0-F0100	2.0	oas/2.0/2.0.md	797	Items Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0101	2.0	oas/2.0/2.0.md	847	Responses Object	Fixed Fields	default	Response Object | Reference Object	false	false	The documentation of responses other than the ones declared for specific HTTP response codes. It can be used to cover undeclared responses. [Reference Object](#reference-object) can be used to link to a response that is defined at the [Swagger Object's responses](#swaggerResponses) section.
OAS-2.0-F0102	2.0	oas/2.0/2.0.md	852	Responses Object	Patterned Fields	{HTTP Status Code}	Response Object | Reference Object	true	false	Any [HTTP status code](#http-status-codes) can be used as the property name (one property per HTTP status code). Describes the expected response for that HTTP status code. [Reference Object](#reference-object) can be used to link to a response that is defined at the [Swagger Object's responses](#swaggerResponses) section.
OAS-2.0-F0103	2.0	oas/2.0/2.0.md	853	Responses Object	Patterned Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0104	2.0	oas/2.0/2.0.md	894	Response Object	Fixed Fields	description	string	false	true	**Required.** A short description of the response. [GFM syntax](https://guides.github.com/features/mastering-markdown/#GitHub-flavored-markdown) can be used for rich text representation.
OAS-2.0-F0105	2.0	oas/2.0/2.0.md	895	Response Object	Fixed Fields	schema	Schema Object	false	false	"A definition of the response structure. It can be a primitive, an array or an object. If this field does not exist, it means no content is returned as part of the response. As an extension to the [Schema Object](#schema-object), its root `type` value may also be `""file""`. This SHOULD be accompanied by a relevant `produces` mime-type."
OAS-2.0-F0106	2.0	oas/2.0/2.0.md	896	Response Object	Fixed Fields	headers	Headers Object	false	false	A list of headers that are sent with the response.
OAS-2.0-F0107	2.0	oas/2.0/2.0.md	897	Response Object	Fixed Fields	examples	Example Object	false	false	An example of the response message.
OAS-2.0-F0108	2.0	oas/2.0/2.0.md	903	Response Object	Fixed Fields	^x-	Any	true	false	Allows extensions to the Swagger Schema. The field name MUST begin with `x-`, for example, `x-internal-id`. The value can be `null`, a primitive, an array or an object. See [Vendor Extensions](#specification-extensions) for further details.
OAS-2.0-F0109	2.0	oas/2.0/2.0.md	1005	Headers Object	Patterned Fields	{name}	Header Object	true	false	The name of the property corresponds to the name of the header. The value describes the type of the header.
OAS-2.0-F0110	2.0	oas/2.0/2.0.md	1047	Example Object	Patterned Fields	{mime type}	Any	true	false	The name of the property MUST be one of the Operation `produces` values (either implicit or inherited). The value SHOULD be an example of what such a response would look like.
OAS-2.0-F0111	2.0	oas/2.0/2.0.md	1078	Header Object	Fixed Fields	description	string	false	false	A short description of the header.
OAS-2.0-F0112	2.0	oas/2.0/2.0.md	1079	Header Object	Fixed Fields	type	string	false	true	"**Required.** The type of the object. The value MUST be one of `""string""`, `""number""`, `""integer""`, `""boolean""`, or `""array""`."
OAS-2.0-F0113	2.0	oas/2.0/2.0.md	1080	Header Object	Fixed Fields	format	string	false	false	The extending format for the previously mentioned [`type`](#stType). See [Data Type Formats](#dataTypeFormat) for further details.
OAS-2.0-F0114	2.0	oas/2.0/2.0.md	1081	Header Object	Fixed Fields	items	Items Object	false	true	"**Required if [`type`](#stType) is ""array"".** Describes the type of items in the array."
OAS-2.0-F0115	2.0	oas/2.0/2.0.md	1082	Header Object	Fixed Fields	collectionFormat	string	false	false	Determines the format of the array if type array is used. Possible values are: <ul><li>`csv` - comma separated values `foo,bar`. <li>`ssv` - space separated values `foo bar`. <li>`tsv` - tab separated values `footbar`. <li>`pipes` - pipe separated values <code>foo&#124;bar</code>. </ul> Default value is `csv`.
OAS-2.0-F0116	2.0	oas/2.0/2.0.md	1083	Header Object	Fixed Fields	default	*	false	true	"Declares the value of the header that the server will use if none is provided. (Note: ""default"" has no meaning for required headers.) See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-6.2. Unlike JSON Schema this value MUST conform to the defined [`type`](#headerDefault) for the header."
OAS-2.0-F0117	2.0	oas/2.0/2.0.md	1084	Header Object	Fixed Fields	maximum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0118	2.0	oas/2.0/2.0.md	1085	Header Object	Fixed Fields	exclusiveMaximum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.2.
OAS-2.0-F0119	2.0	oas/2.0/2.0.md	1086	Header Object	Fixed Fields	minimum	number	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0120	2.0	oas/2.0/2.0.md	1087	Header Object	Fixed Fields	exclusiveMinimum	boolean	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.1.3.
OAS-2.0-F0121	2.0	oas/2.0/2.0.md	1088	Header Object	Fixed Fields	maxLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.1.
OAS-2.0-F0122	2.0	oas/2.0/2.0.md	1089	Header Object	Fixed Fields	minLength	integer	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.2.
OAS-2.0-F0123	2.0	oas/2.0/2.0.md	1090	Header Object	Fixed Fields	pattern	string	false	false	See https://tools.ietf.org/html/draft-fge-json-schema-validation-00#section-5.2.3.
