id	version	source	line	object	variant	name	type	pattern	required	description
OAS-3.1.0-F0041	3.1.0	oas/3.1/3.1.0.md	743	Path Item Object	Fixed Fields	$ref	string	false	false	Allows for a referenced definition of this path item. The referenced structure MUST be in the form of a [Path Item Object](#path-item-object). In case a Path Item Object field appears both in the defined object and the referenced object, the behavior is undefined. See the rules for resolving [Relative References](#relative-references-in-uris).
OAS-3.1.0-F0042	3.1.0	oas/3.1/3.1.0.md	744	Path Item Object	Fixed Fields	summary	string	false	false	An optional, string summary, intended to apply to all operations in this path.
OAS-3.1.0-F0043	3.1.0	oas/3.1/3.1.0.md	745	Path Item Object	Fixed Fields	description	string	false	false	An optional, string description, intended to apply to all operations in this path. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0044	3.1.0	oas/3.1/3.1.0.md	746	Path Item Object	Fixed Fields	get	Operation Object	false	false	A definition of a GET operation on this path.
OAS-3.1.0-F0045	3.1.0	oas/3.1/3.1.0.md	747	Path Item Object	Fixed Fields	put	Operation Object	false	false	A definition of a PUT operation on this path.
OAS-3.1.0-F0046	3.1.0	oas/3.1/3.1.0.md	748	Path Item Object	Fixed Fields	post	Operation Object	false	false	A definition of a POST operation on this path.
OAS-3.1.0-F0047	3.1.0	oas/3.1/3.1.0.md	749	Path Item Object	Fixed Fields	delete	Operation Object	false	false	A definition of a DELETE operation on this path.
OAS-3.1.0-F0048	3.1.0	oas/3.1/3.1.0.md	750	Path Item Object	Fixed Fields	options	Operation Object	false	false	A definition of a OPTIONS operation on this path.
OAS-3.1.0-F0049	3.1.0	oas/3.1/3.1.0.md	751	Path Item Object	Fixed Fields	head	Operation Object	false	false	A definition of a HEAD operation on this path.
OAS-3.1.0-F0050	3.1.0	oas/3.1/3.1.0.md	752	Path Item Object	Fixed Fields	patch	Operation Object	false	false	A definition of a PATCH operation on this path.
OAS-3.1.0-F0051	3.1.0	oas/3.1/3.1.0.md	753	Path Item Object	Fixed Fields	trace	Operation Object	false	false	A definition of a TRACE operation on this path.
OAS-3.1.0-F0052	3.1.0	oas/3.1/3.1.0.md	754	Path Item Object	Fixed Fields	servers	[Server Object]	false	false	An alternative `server` array to service all operations in this path.
OAS-3.1.0-F0053	3.1.0	oas/3.1/3.1.0.md	755	Path Item Object	Fixed Fields	parameters	[Parameter Object | Reference Object]	false	false	A list of parameters that are applicable for all the operations described under this path. These parameters can be overridden at the operation level, but cannot be removed there. The list MUST NOT include duplicated parameters. A unique parameter is defined by a combination of a [name](#parameterName) and [location](#parameterIn). The list can use the [Reference Object](#reference-object) to link to parameters that are defined at the [OpenAPI Object's components/parameters](#componentsParameters).
OAS-3.1.0-F0054	3.1.0	oas/3.1/3.1.0.md	852	Operation Object	Fixed Fields	tags	[string]	false	false	A list of tags for API documentation control. Tags can be used for logical grouping of operations by resources or any other qualifier.
OAS-3.1.0-F0055	3.1.0	oas/3.1/3.1.0.md	853	Operation Object	Fixed Fields	summary	string	false	false	A short summary of what the operation does.
OAS-3.1.0-F0056	3.1.0	oas/3.1/3.1.0.md	854	Operation Object	Fixed Fields	description	string	false	false	A verbose explanation of the operation behavior. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0057	3.1.0	oas/3.1/3.1.0.md	855	Operation Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this operation.
OAS-3.1.0-F0058	3.1.0	oas/3.1/3.1.0.md	856	Operation Object	Fixed Fields	operationId	string	false	false	Unique string used to identify the operation. The id MUST be unique among all operations described in the API. The operationId value is **case-sensitive**. Tools and libraries MAY use the operationId to uniquely identify an operation, therefore, it is RECOMMENDED to follow common programming naming conventions.
OAS-3.1.0-F0059	3.1.0	oas/3.1/3.1.0.md	857	Operation Object	Fixed Fields	parameters	[Parameter Object | Reference Object]	false	false	A list of parameters that are applicable for this operation. If a parameter is already defined at the [Path Item](#pathItemParameters), the new definition will override it but can never remove it. The list MUST NOT include duplicated parameters. A unique parameter is defined by a combination of a [name](#parameterName) and [location](#parameterIn). The list can use the [Reference Object](#reference-object) to link to parameters that are defined at the [OpenAPI Object's components/parameters](#componentsParameters).
OAS-3.1.0-F0060	3.1.0	oas/3.1/3.1.0.md	858	Operation Object	Fixed Fields	requestBody	Request Body Object | Reference Object	false	false	The request body applicable for this operation. The `requestBody` is fully supported in HTTP methods where the HTTP 1.1 specification [RFC7231](https://tools.ietf.org/html/rfc7231#section-4.3.1) has explicitly defined semantics for request bodies. In other cases where the HTTP spec is vague (such as [GET](https://tools.ietf.org/html/rfc7231#section-4.3.1), [HEAD](https://tools.ietf.org/html/rfc7231#section-4.3.2) and [DELETE](https://tools.ietf.org/html/rfc7231#section-4.3.5)), `requestBody` is permitted but does not have well-defined semantics and SHOULD be avoided if possible.
OAS-3.1.0-F0061	3.1.0	oas/3.1/3.1.0.md	859	Operation Object	Fixed Fields	responses	Responses Object	false	false	The list of possible responses as they are returned from executing this operation.
OAS-3.1.0-F0062	3.1.0	oas/3.1/3.1.0.md	860	Operation Object	Fixed Fields	callbacks	Map[string, Callback Object | Reference Object]	false	false	A map of possible out-of band callbacks related to the parent operation. The key is a unique identifier for the Callback Object. Each value in the map is a [Callback Object](#callback-object) that describes a request that may be initiated by the API provider and the expected responses.
OAS-3.1.0-F0063	3.1.0	oas/3.1/3.1.0.md	861	Operation Object	Fixed Fields	deprecated	boolean	false	false	Declares this operation to be deprecated. Consumers SHOULD refrain from usage of the declared operation. Default value is `false`.
OAS-3.1.0-F0064	3.1.0	oas/3.1/3.1.0.md	862	Operation Object	Fixed Fields	security	[Security Requirement Object]	false	false	A declaration of which security mechanisms can be used for this operation. The list of values includes alternative security requirement objects that can be used. Only one of the security requirement objects need to be satisfied to authorize a request. To make security optional, an empty security requirement (`{}`) can be included in the array. This definition overrides any declared top-level [`security`](#oasSecurity). To remove a top-level security declaration, an empty array can be used.
OAS-3.1.0-F0065	3.1.0	oas/3.1/3.1.0.md	863	Operation Object	Fixed Fields	servers	[Server Object]	false	false	An alternative `server` array to service this operation. If an alternative `server` object is specified at the Path Item Object or Root level, it will be overridden by this value.
OAS-3.1.0-F0066	3.1.0	oas/3.1/3.1.0.md	986	External Documentation Object	Fixed Fields	description	string	false	false	A description of the target documentation. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0067	3.1.0	oas/3.1/3.1.0.md	987	External Documentation Object	Fixed Fields	url	string	false	true	**REQUIRED**. The URL for the target documentation. This MUST be in the form of a URL.
OAS-3.1.0-F0068	3.1.0	oas/3.1/3.1.0.md	1022	Parameter Object	Fixed Fields	name	string	false	true	"**REQUIRED**. The name of the parameter. Parameter names are *case sensitive*. <ul><li>If [`in`](#parameterIn) is `""path""`, the `name` field MUST correspond to a template expression occurring within the [path](#pathsPath) field in the [Paths Object](#paths-object). See [Path Templating](#path-templating) for further information.<li>If [`in`](#parameterIn) is `""header""` and the `name` field is `""Accept""`, `""Content-Type""` or `""Authorization""`, the parameter definition SHALL be ignored.<li>For all other cases, the `name` corresponds to the parameter name used by the [`in`](#parameterIn) property.</ul>"
OAS-3.1.0-F0069	3.1.0	oas/3.1/3.1.0.md	1023	Parameter Object	Fixed Fields	in	string	false	true	"**REQUIRED**. The location of the parameter. Possible values are `""query""`, `""header""`, `""path""` or `""cookie""`."
OAS-3.1.0-F0070	3.1.0	oas/3.1/3.1.0.md	1024	Parameter Object	Fixed Fields	description	string	false	false	A brief description of the parameter. This could contain examples of use. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0071	3.1.0	oas/3.1/3.1.0.md	1025	Parameter Object	Fixed Fields	required	boolean	false	true	"Determines whether this parameter is mandatory. If the [parameter location](#parameterIn) is `""path""`, this property is **REQUIRED** and its value MUST be `true`. Otherwise, the property MAY be included and its default value is `false`."
OAS-3.1.0-F0072	3.1.0	oas/3.1/3.1.0.md	1026	Parameter Object	Fixed Fields	deprecated	boolean	false	false	Specifies that a parameter is deprecated and SHOULD be transitioned out of usage. Default value is `false`.
OAS-3.1.0-F0073	3.1.0	oas/3.1/3.1.0.md	1027	Parameter Object	Fixed Fields	allowEmptyValue	boolean	false	false	Sets the ability to pass empty-valued parameters. This is valid only for `query` parameters and allows sending a parameter with an empty value. Default value is `false`. If [`style`](#parameterStyle) is used, and if behavior is `n/a` (cannot be serialized), the value of `allowEmptyValue` SHALL be ignored. Use of this property is NOT RECOMMENDED, as it is likely to be removed in a later revision.
OAS-3.1.0-F0074	3.1.0	oas/3.1/3.1.0.md	1034	Parameter Object	Fixed Fields	style	string	false	false	Describes how the parameter value will be serialized depending on the type of the parameter value. Default values (based on value of `in`): for `query` - `form`; for `path` - `simple`; for `header` - `simple`; for `cookie` - `form`.
OAS-3.1.0-F0075	3.1.0	oas/3.1/3.1.0.md	1035	Parameter Object	Fixed Fields	explode	boolean	false	false	When this is true, parameter values of type `array` or `object` generate separate parameters for each value of the array or key-value pair of the map. For other types of parameters this property has no effect. When [`style`](#parameterStyle) is `form`, the default value is `true`. For all other styles, the default value is `false`.
OAS-3.1.0-F0076	3.1.0	oas/3.1/3.1.0.md	1036	Parameter Object	Fixed Fields	allowReserved	boolean	false	false	Determines whether the parameter value SHOULD allow reserved characters, as defined by [RFC3986](https://tools.ietf.org/html/rfc3986#section-2.2) `:/?#[]@!$&'()*+,;=` to be included without percent-encoding. This property only applies to parameters with an `in` value of `query`. The default value is `false`.
OAS-3.1.0-F0077	3.1.0	oas/3.1/3.1.0.md	1037	Parameter Object	Fixed Fields	schema	Schema Object	false	false	The schema defining the type used for the parameter.
OAS-3.1.0-F0078	3.1.0	oas/3.1/3.1.0.md	1038	Parameter Object	Fixed Fields	example	Any	false	false	Example of the parameter's potential value. The example SHOULD match the specified schema and encoding properties if present. The `example` field is mutually exclusive of the `examples` field. Furthermore, if referencing a `schema` that contains an example, the `example` value SHALL _override_ the example provided by the schema. To represent examples of media types that cannot naturally be represented in JSON or YAML, a string value can contain the example with escaping where necessary.
OAS-3.1.0-F0079	3.1.0	oas/3.1/3.1.0.md	1039	Parameter Object	Fixed Fields	examples	Map[ string, Example Object | Reference Object]	false	false	Examples of the parameter's potential value. Each example SHOULD contain a value in the correct format as specified in the parameter encoding. The `examples` field is mutually exclusive of the `example` field. Furthermore, if referencing a `schema` that contains an example, the `examples` value SHALL _override_ the example provided by the schema.
OAS-3.1.0-F0080	3.1.0	oas/3.1/3.1.0.md	1048	Parameter Object	Fixed Fields	content	Map[string, Media Type Object]	false	false	A map containing the representations for the parameter. The key is the media type and the value describes it. The map MUST only contain one entry.
OAS-3.1.0-F0081	3.1.0	oas/3.1/3.1.0.md	1256	Request Body Object	Fixed Fields	description	string	false	false	A brief description of the request body. This could contain examples of use. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0082	3.1.0	oas/3.1/3.1.0.md	1257	Request Body Object	Fixed Fields	content	Map[string, Media Type Object]	false	true	**REQUIRED**. The content of the request body. The key is a media type or [media type range](https://tools.ietf.org/html/rfc7231#appendix-D) and the value describes it. For requests that match multiple keys, only the most specific key is applicable. e.g. text/plain overrides text/*
OAS-3.1.0-F0083	3.1.0	oas/3.1/3.1.0.md	1258	Request Body Object	Fixed Fields	required	boolean	false	true	Determines if the request body is required in the request. Defaults to `false`.
OAS-3.1.0-F0084	3.1.0	oas/3.1/3.1.0.md	1377	Media Type Object	Fixed Fields	schema	Schema Object	false	false	The schema defining the content of the request, response, or parameter.
OAS-3.1.0-F0085	3.1.0	oas/3.1/3.1.0.md	1378	Media Type Object	Fixed Fields	example	Any	false	false	Example of the media type. The example object SHOULD be in the correct format as specified by the media type. The `example` field is mutually exclusive of the `examples` field. Furthermore, if referencing a `schema` which contains an example, the `example` value SHALL _override_ the example provided by the schema.
OAS-3.1.0-F0086	3.1.0	oas/3.1/3.1.0.md	1379	Media Type Object	Fixed Fields	examples	Map[ string, Example Object | Reference Object]	false	false	Examples of the media type. Each example object SHOULD match the media type and specified schema if present. The `examples` field is mutually exclusive of the `example` field. Furthermore, if referencing a `schema` which contains an example, the `examples` value SHALL _override_ the example provided by the schema.
OAS-3.1.0-F0087	3.1.0	oas/3.1/3.1.0.md	1380	Media Type Object	Fixed Fields	encoding	Map[string, Encoding Object]	false	false	A map between a property name and its encoding information. The key, being the property name, MUST exist in the schema as a property. The encoding object SHALL only apply to `requestBody` objects when the media type is `multipart` or `application/x-www-form-urlencoded`.
OAS-3.1.0-F0088	3.1.0	oas/3.1/3.1.0.md	1603	Encoding Object	Fixed Fields	contentType	string	false	false	The Content-Type for encoding a specific property. Default value depends on the property type: for `object` - `application/json`; for `array` – the default is defined based on the inner type; for all other cases the default is `application/octet-stream`. The value can be a specific media type (e.g. `application/json`), a wildcard media type (e.g. `image/*`), or a comma-separated list of the two types.
OAS-3.1.0-F0089	3.1.0	oas/3.1/3.1.0.md	1604	Encoding Object	Fixed Fields	headers	Map[string, Header Object | Reference Object]	false	false	A map allowing additional information to be provided as headers, for example `Content-Disposition`. `Content-Type` is described separately and SHALL be ignored in this section. This property SHALL be ignored if the request body media type is not a `multipart`.
OAS-3.1.0-F0090	3.1.0	oas/3.1/3.1.0.md	1605	Encoding Object	Fixed Fields	style	string	false	false	Describes how a specific property value will be serialized depending on its type. See [Parameter Object](#parameter-object) for details on the [`style`](#parameterStyle) property. The behavior follows the same values as `query` parameters, including default values. This property SHALL be ignored if the request body media type is not `application/x-www-form-urlencoded` or `multipart/form-data`. If a value is explicitly defined, then the value of [`contentType`](#encodingContentType) (implicit or explicit) SHALL be ignored.
OAS-3.1.0-F0091	3.1.0	oas/3.1/3.1.0.md	1606	Encoding Object	Fixed Fields	explode	boolean	false	false	When this is true, property values of type `array` or `object` generate separate parameters for each value of the array, or key-value-pair of the map. For other types of properties this property has no effect. When [`style`](#encodingStyle) is `form`, the default value is `true`. For all other styles, the default value is `false`. This property SHALL be ignored if the request body media type is not `application/x-www-form-urlencoded` or `multipart/form-data`. If a value is explicitly defined, then the value of [`contentType`](#encodingContentType) (implicit or explicit) SHALL be ignored.
OAS-3.1.0-F0092	3.1.0	oas/3.1/3.1.0.md	1607	Encoding Object	Fixed Fields	allowReserved	boolean	false	false	Determines whether the parameter value SHOULD allow reserved characters, as defined by [RFC3986](https://tools.ietf.org/html/rfc3986#section-2.2) `:/?#[]@!$&'()*+,;=` to be included without percent-encoding. The default value is `false`. This property SHALL be ignored if the request body media type is not `application/x-www-form-urlencoded` or `multipart/form-data`. If a value is explicitly defined, then the value of [`contentType`](#encodingContentType) (implicit or explicit) SHALL be ignored.
OAS-3.1.0-F0093	3.1.0	oas/3.1/3.1.0.md	1666	Responses Object	Fixed Fields	default	Response Object | Reference Object	false	false	The documentation of responses other than the ones declared for specific HTTP response codes. Use this field to cover undeclared responses.
OAS-3.1.0-F0094	3.1.0	oas/3.1/3.1.0.md	1671	Responses Object	Patterned Fields	HTTP Status Code	Response Object | Reference Object	true	false	"Any [HTTP status code](#http-status-codes) can be used as the property name, but only one property per code, to describe the expected response for that HTTP status code. This field MUST be enclosed in quotation marks (for example, ""200"") for compatibility between JSON and YAML. To define a range of response codes, this field MAY contain the uppercase wildcard character `X`. For example, `2XX` represents all response codes between `[200-299]`. Only the following range definitions are allowed: `1XX`, `2XX`, `3XX`, `4XX`, and `5XX`. If a response is defined using an explicit code, the explicit code definition takes precedence over the range definition for that code."
OAS-3.1.0-F0095	3.1.0	oas/3.1/3.1.0.md	1727	Response Object	Fixed Fields	description	string	false	true	**REQUIRED**. A description of the response. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0096	3.1.0	oas/3.1/3.1.0.md	1728	Response Object	Fixed Fields	headers	Map[string, Header Object | Reference Object]	false	false	"Maps a header name to its definition. [RFC7230](https://tools.ietf.org/html/rfc7230#page-22) states header names are case insensitive. If a response header is defined with the name `""Content-Type""`, it SHALL be ignored."
OAS-3.1.0-F0097	3.1.0	oas/3.1/3.1.0.md	1729	Response Object	Fixed Fields	content	Map[string, Media Type Object]	false	false	A map containing descriptions of potential response payloads. The key is a media type or [media type range](https://tools.ietf.org/html/rfc7231#appendix-D) and the value describes it. For responses that match multiple keys, only the most specific key is applicable. e.g. text/plain overrides text/*
OAS-3.1.0-F0098	3.1.0	oas/3.1/3.1.0.md	1730	Response Object	Fixed Fields	links	Map[string, Link Object | Reference Object]	false	false	A map of operations links that can be followed from the response. The key of the map is a short name for the link, following the naming constraints of the names for [Component Objects](#components-object).
OAS-3.1.0-F0099	3.1.0	oas/3.1/3.1.0.md	1869	Callback Object	Patterned Fields	{expression}	Path Item Object | Reference Object	true	false	A Path Item Object, or a reference to one, used to define a callback request and expected responses. A [complete example](../examples/v3.0/callback-example.yaml) is available.
OAS-3.1.0-F0100	3.1.0	oas/3.1/3.1.0.md	1956	Example Object	Fixed Fields	summary	string	false	false	Short description for the example.
OAS-3.1.0-F0101	3.1.0	oas/3.1/3.1.0.md	1957	Example Object	Fixed Fields	description	string	false	false	Long description for the example. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0102	3.1.0	oas/3.1/3.1.0.md	1958	Example Object	Fixed Fields	value	Any	false	false	Embedded literal example. The `value` field and `externalValue` field are mutually exclusive. To represent examples of media types that cannot naturally represented in JSON or YAML, use a string value to contain the example, escaping where necessary.
OAS-3.1.0-F0103	3.1.0	oas/3.1/3.1.0.md	1959	Example Object	Fixed Fields	externalValue	string	false	false	A URI that points to the literal example. This provides the capability to reference examples that cannot easily be included in JSON or YAML documents. The `value` field and `externalValue` field are mutually exclusive. See the rules for resolving [Relative References](#relative-references-in-uris).
OAS-3.1.0-F0104	3.1.0	oas/3.1/3.1.0.md	2039	Link Object	Fixed Fields	operationRef	string	false	false	A relative or absolute URI reference to an OAS operation. This field is mutually exclusive of the `operationId` field, and MUST point to an [Operation Object](#operation-object). Relative `operationRef` values MAY be used to locate an existing [Operation Object](#operation-object) in the OpenAPI definition. See the rules for resolving [Relative References](#relative-references-in-uris).
OAS-3.1.0-F0105	3.1.0	oas/3.1/3.1.0.md	2040	Link Object	Fixed Fields	operationId	string	false	false	The name of an _existing_, resolvable OAS operation, as defined with a unique `operationId`. This field is mutually exclusive of the `operationRef` field.
OAS-3.1.0-F0106	3.1.0	oas/3.1/3.1.0.md	2041	Link Object	Fixed Fields	parameters	Map[string, Any | {expression}]	false	false	A map representing parameters to pass to an operation as specified with `operationId` or identified via `operationRef`. The key is the parameter name to be used, whereas the value can be a constant or an expression to be evaluated and passed to the linked operation. The parameter name can be qualified using the [parameter location](#parameterIn) `[{in}.]{name}` for operations that use the same parameter name in different locations (e.g. path.id).
OAS-3.1.0-F0107	3.1.0	oas/3.1/3.1.0.md	2042	Link Object	Fixed Fields	requestBody	Any | {expression}	false	false	A literal value or [{expression}](#runtime-expressions) to use as a request body when calling the target operation.
OAS-3.1.0-F0108	3.1.0	oas/3.1/3.1.0.md	2043	Link Object	Fixed Fields	description	string	false	false	A description of the link. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0109	3.1.0	oas/3.1/3.1.0.md	2044	Link Object	Fixed Fields	server	Server Object	false	false	A server object to be used by the target operation.
OAS-3.1.0-F0110	3.1.0	oas/3.1/3.1.0.md	2232	Tag Object	Fixed Fields	name	string	false	true	**REQUIRED**. The name of the tag.
OAS-3.1.0-F0111	3.1.0	oas/3.1/3.1.0.md	2233	Tag Object	Fixed Fields	description	string	false	false	A description for the tag. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0112	3.1.0	oas/3.1/3.1.0.md	2234	Tag Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this tag.
OAS-3.1.0-F0113	3.1.0	oas/3.1/3.1.0.md	2264	Reference Object	Fixed Fields	$ref	string	false	true	**REQUIRED**. The reference identifier. This MUST be in the form of a URI.
OAS-3.1.0-F0114	3.1.0	oas/3.1/3.1.0.md	2265	Reference Object	Fixed Fields	summary	string	false	false	A short summary which by default SHOULD override that of the referenced component. If the referenced object-type does not allow a `summary` field, then this field has no effect.
OAS-3.1.0-F0115	3.1.0	oas/3.1/3.1.0.md	2266	Reference Object	Fixed Fields	description	string	false	false	A description which by default SHOULD override that of the referenced component. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation. If the referenced object-type does not allow a `description` field, then this field has no effect.
OAS-3.1.0-F0116	3.1.0	oas/3.1/3.1.0.md	2335	Schema Object	Fixed Fields	discriminator	Discriminator Object	false	false	Adds support for polymorphism. The discriminator is an object name that is used to differentiate between other schemas which may satisfy the payload description. See [Composition and Inheritance](#composition-and-inheritance-polymorphism) for more details.
OAS-3.1.0-F0117	3.1.0	oas/3.1/3.1.0.md	2336	Schema Object	Fixed Fields	xml	XML Object	false	false	This MAY be used only on properties schemas. It has no effect on root schemas. Adds additional metadata to describe the XML representation of this property.
OAS-3.1.0-F0118	3.1.0	oas/3.1/3.1.0.md	2337	Schema Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this schema.
OAS-3.1.0-F0119	3.1.0	oas/3.1/3.1.0.md	2338	Schema Object	Fixed Fields	example	Any	false	false	A free-form property to include an example of an instance for this schema. To represent examples that cannot be naturally represented in JSON or YAML, a string value can be used to contain the example with escaping where necessary.<br><br>**Deprecated:** The `example` property has been deprecated in favor of the JSON Schema `examples` keyword. Use of `example` is discouraged, and later versions of this specification may remove it.
OAS-3.1.0-F0120	3.1.0	oas/3.1/3.1.0.md	2708	Discriminator Object	Fixed Fields	propertyName	string	false	true	**REQUIRED**. The name of the property in the payload that will hold the discriminator value.
OAS-3.1.0-F0121	3.1.0	oas/3.1/3.1.0.md	2709	Discriminator Object	Fixed Fields	mapping	Map[string, string]	false	false	An object to hold mappings between payload values and schema names or references.
OAS-3.1.0-F0122	3.1.0	oas/3.1/3.1.0.md	2844	XML Object	Fixed Fields	name	string	false	false	Replaces the name of the element/attribute used for the described schema property. When defined within `items`, it will affect the name of the individual XML elements within the list. When defined alongside `type` being `array` (outside the `items`), it will affect the wrapping element and only if `wrapped` is `true`. If `wrapped` is `false`, it will be ignored.
OAS-3.1.0-F0123	3.1.0	oas/3.1/3.1.0.md	2845	XML Object	Fixed Fields	namespace	string	false	false	The URI of the namespace definition. This MUST be in the form of an absolute URI.
OAS-3.1.0-F0124	3.1.0	oas/3.1/3.1.0.md	2846	XML Object	Fixed Fields	prefix	string	false	false	The prefix to be used for the [name](#xmlName).
OAS-3.1.0-F0125	3.1.0	oas/3.1/3.1.0.md	2847	XML Object	Fixed Fields	attribute	boolean	false	false	Declares whether the property definition translates to an attribute instead of an element. Default value is `false`.
OAS-3.1.0-F0126	3.1.0	oas/3.1/3.1.0.md	2848	XML Object	Fixed Fields	wrapped	boolean	false	false	MAY be used only for an array definition. Signifies whether the array is wrapped (for example, `<books><book/><book/></books>`) or unwrapped (`<book/><book/>`). Default value is `false`. The definition takes effect only when defined alongside `type` being `array` (outside the `items`).
OAS-3.1.0-F0127	3.1.0	oas/3.1/3.1.0.md	3197	Security Scheme Object	Fixed Fields	type	string	false	true	"Any | **REQUIRED**. The type of the security scheme. Valid values are `""apiKey""`, `""http""`, `""mutualTLS""`, `""oauth2""`, `""openIdConnect""`."
OAS-3.1.0-F0128	3.1.0	oas/3.1/3.1.0.md	3198	Security Scheme Object	Fixed Fields	description	string	false	false	Any | A description for security scheme. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.0-F0129	3.1.0	oas/3.1/3.1.0.md	3199	Security Scheme Object	Fixed Fields	name	string	false	true	`apiKey` | **REQUIRED**. The name of the header, query or cookie parameter to be used.
OAS-3.1.0-F0130	3.1.0	oas/3.1/3.1.0.md	3200	Security Scheme Object	Fixed Fields	in	string	false	true	"`apiKey` | **REQUIRED**. The location of the API key. Valid values are `""query""`, `""header""` or `""cookie""`."
OAS-3.1.0-F0131	3.1.0	oas/3.1/3.1.0.md	3201	Security Scheme Object	Fixed Fields	scheme	string	false	true	`http` | **REQUIRED**. The name of the HTTP Authorization scheme to be used in the [Authorization header as defined in RFC7235](https://tools.ietf.org/html/rfc7235#section-5.1). The values used SHOULD be registered in the [IANA Authentication Scheme registry](https://www.iana.org/assignments/http-authschemes/http-authschemes.xhtml).
OAS-3.1.0-F0132	3.1.0	oas/3.1/3.1.0.md	3202	Security Scheme Object	Fixed Fields	bearerFormat	string	false	false	"`http` (`""bearer""`) | A hint to the client to identify how the bearer token is formatted. Bearer tokens are usually generated by an authorization server, so this information is primarily for documentation purposes."
OAS-3.1.0-F0133	3.1.0	oas/3.1/3.1.0.md	3203	Security Scheme Object	Fixed Fields	flows	OAuth Flows Object	false	true	`oauth2` | **REQUIRED**. An object containing configuration information for the flow types supported.
OAS-3.1.0-F0134	3.1.0	oas/3.1/3.1.0.md	3204	Security Scheme Object	Fixed Fields	openIdConnectUrl	string	false	true	`openIdConnect` | **REQUIRED**. OpenId Connect URL to discover OAuth2 configuration values. This MUST be in the form of a URL. The OpenID Connect standard requires the use of TLS.
OAS-3.1.0-F0135	3.1.0	oas/3.1/3.1.0.md	3290	OAuth Flows Object	Fixed Fields	implicit	OAuth Flow Object	false	false	Configuration for the OAuth Implicit flow
OAS-3.1.0-F0136	3.1.0	oas/3.1/3.1.0.md	3291	OAuth Flows Object	Fixed Fields	password	OAuth Flow Object	false	false	Configuration for the OAuth Resource Owner Password flow
OAS-3.1.0-F0137	3.1.0	oas/3.1/3.1.0.md	3292	OAuth Flows Object	Fixed Fields	clientCredentials	OAuth Flow Object	false	false	Configuration for the OAuth Client Credentials flow. Previously called `application` in OpenAPI 2.0.
OAS-3.1.0-F0138	3.1.0	oas/3.1/3.1.0.md	3293	OAuth Flows Object	Fixed Fields	authorizationCode	OAuth Flow Object	false	false	Configuration for the OAuth Authorization Code flow. Previously called `accessCode` in OpenAPI 2.0.
OAS-3.1.0-F0139	3.1.0	oas/3.1/3.1.0.md	3304	OAuth Flow Object	Fixed Fields	authorizationUrl	string	false	true	"`oauth2` (`""implicit""`, `""authorizationCode""`) | **REQUIRED**. The authorization URL to be used for this flow. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS."
OAS-3.1.0-F0140	3.1.0	oas/3.1/3.1.0.md	3305	OAuth Flow Object	Fixed Fields	tokenUrl	string	false	true	"`oauth2` (`""password""`, `""clientCredentials""`, `""authorizationCode""`) | **REQUIRED**. The token URL to be used for this flow. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS."
OAS-3.1.0-F0141	3.1.0	oas/3.1/3.1.0.md	3306	OAuth Flow Object	Fixed Fields	refreshUrl	string	false	false	`oauth2` | The URL to be used for obtaining refresh tokens. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS.
OAS-3.1.0-F0142	3.1.0	oas/3.1/3.1.0.md	3307	OAuth Flow Object	Fixed Fields	scopes	Map[string, string]	false	true	`oauth2` | **REQUIRED**. The available scopes for the OAuth2 security scheme. A map between the scope name and a short description for it. The map MAY be empty.
OAS-3.1.0-F0143	3.1.0	oas/3.1/3.1.0.md	3366	Security Requirement Object	Patterned Fields	{name}	[string]	true	true	"Each name MUST correspond to a security scheme which is declared in the [Security Schemes](#componentsSecuritySchemes) under the [Components Object](#components-object). If the security scheme is of type `""oauth2""` or `""openIdConnect""`, then the value is a list of scope names required for the execution, and the list MAY be empty if authorization does not require a specified scope. For other security scheme types, the array MAY contain a list of role names which are required for the execution, but are not otherwise defined or exchanged in-band."
